yanıt sayısı,yeniden gönderi sayısı,beğeni sayısı,yer işareti sayısı,görüntülenme sayısı,user_name,nick,date,Tweet,Tweet_Preprocessed,sentiment,score,Ner_results
8,42,246,1,3684,@InbarCohen13,Inbar Cohen,11s,"Incredible: Israeli Judoka Inbar Lanir makes it to the Olympic final 

We are so proud of you, Inbar! 
And I love your name ",incred isra judoka inbar lanir make it to the olymp final we are so proud of you inbar and i love your name,positive,0.9849371314048767,"[{'entity': 'MISC', 'word': 'Israeli'}, {'entity': 'PER', 'word': 'Inbar Lanir'}, {'entity': 'MISC', 'word': 'Olympic'}]"
207,220,1474,22,43281,@Mrgunsngear,Mrgunsngear,11s,"Italian olympic boxer, Angela Carini, is forced to quit after being beaten by a man pretending to be a woman in Paris.

She's dedicated a large portion of her life to get to this point and this is how it ends....

#Olympic2024 #olympics #tranny",italian olymp boxer angela carini is forc to quit after be beaten by a man pretend to be a woman in pari shes dedic a larg portion of her life to get to this point and this is how it end,negative,0.8328782320022583,"[{'entity': 'MISC', 'word': 'Italian'}, {'entity': 'PER', 'word': 'Angela Carini'}, {'entity': 'LOC', 'word': 'Paris'}]"
108,416,1377,56,41470,@IshaqChebli,Chebli Ishaq,11s,"To create a false controversy about an Algerian woman competing in the Olympics, the media talk about a scandal and even governments start to criticise, just like 
@elonmusk
, the owner of X.

But when it comes to a transsexual man competing in his category against women, no media outlet has dared to denounce it and no one is talking about it.

Quite simply because Hiltz comes from the USA, is of a white race and is not a Muslim.

We live in a hypocritical world where the liar says stupid things and millions of people follow him like blind people.",to creat a fals controversi about an algerian woman compet in the olymp the media talk about a scandal and even govern start to criticis just like the owner of x but when it come to a transsexu man compet in his categori against women no media outlet has dare to denounc it and no one is talk about it quit simpli becaus hiltz come from the usa is of a white race and is not a muslim we live in a hypocrit world where the liar say stupid thing and million of peopl follow him like blind peopl,negative,0.7888526916503906,"[{'entity': 'MISC', 'word': 'Algerian'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'el'}, {'entity': 'PER', 'word': '##onmusk'}, {'entity': 'ORG', 'word': 'X'}, {'entity': 'PER', 'word': 'Hiltz'}, {'entity': 'LOC', 'word': 'USA'}]"
108,416,1379,56,41473,@IshaqChebli,Chebli Ishaq,11s,"To create a false controversy about an Algerian woman competing in the Olympics, the media talk about a scandal and even governments start to criticise, just like 
@elonmusk
, the owner of X.

But when it comes to a transsexual man competing in his category against women, no media outlet has dared to denounce it and no one is talking about it.

Quite simply because Hiltz comes from the USA, is of a white race and is not a Muslim.

We live in a hypocritical world where the liar says stupid things and millions of people follow him like blind people.",to creat a fals controversi about an algerian woman compet in the olymp the media talk about a scandal and even govern start to criticis just like the owner of x but when it come to a transsexu man compet in his categori against women no media outlet has dare to denounc it and no one is talk about it quit simpli becaus hiltz come from the usa is of a white race and is not a muslim we live in a hypocrit world where the liar say stupid thing and million of peopl follow him like blind peopl,negative,0.7888526916503906,"[{'entity': 'MISC', 'word': 'Algerian'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'el'}, {'entity': 'PER', 'word': '##onmusk'}, {'entity': 'ORG', 'word': 'X'}, {'entity': 'PER', 'word': 'Hiltz'}, {'entity': 'LOC', 'word': 'USA'}]"
7,694,2376,62,41817,@suricidal,suri,11s,the fact that i know of two sexual abusers who are at the olympics rn (zambia wnt coach & the dutch beach volleyball player) but people are more mad about imane.. yeah you’re all sick and you don’t actually care about women,the fact that i know of two sexual abus who are at the olymp rn zambia wnt coach the dutch beach volleybal player but peopl are more mad about iman yeah your all sick and you dont actual care about women,negative,0.910311222076416,"[{'entity': 'LOC', 'word': 'z'}]"
7,23,188,3,6441,@BillieJeanKing,Billie Jean King,11s,"On August 1, 1996, 28 years ago today, the 
@USWNT
 won the first-ever Gold Medal in women's soccer, which debuted in the #Olympics that year.

76,481 fans watched them win.

The trailblazers of that team helped make the global sport what it is today. ",on august 1 1996 28 year ago today the won the firstev gold medal in women soccer which debut in the that year 76481 fan watch them win the trailblaz of that team help make the global sport what it is today,positive,0.8837988972663879,"[{'entity': 'ORG', 'word': 'USWNT'}, {'entity': 'MISC', 'word': 'Gold Medal'}]"
2,64,164,4,7098,@mionomedev,suffering,11s,Guess how many tweets JK ‘Womens Rights Are Everything’ Rowling has about convicted child rapist Steven van de Velde competing at the Olympics,guess how mani tweet jk women right are everyth rowl has about convict child rapist steven van de veld compet at the olymp,neutral,0.5501627922058105,"[{'entity': 'PER', 'word': 'J'}, {'entity': 'ORG', 'word': 'Womens Rights Are Everything'}, {'entity': 'PER', 'word': '’'}, {'entity': 'PER', 'word': 'Rowling'}, {'entity': 'PER', 'word': 'Steven van de Velde'}]"
37,235,715,165,29761,@Ne_pas_couvrir,Yuri Bezmenov's Ghost,11s,"Rousseau → Hegel → Marx → Simone de Beauvoir → Michel Foucault → Gayle Rubin → Judith Butler
Some dude beating up a woman in the Olympic Games",rousseau hegel marx simon de beauvoir michel foucault gayl rubin judith butler some dude beat up a woman in the olymp game,neutral,0.5301312804222107,"[{'entity': 'PER', 'word': 'Rousseau'}, {'entity': 'PER', 'word': 'Hegel'}, {'entity': 'PER', 'word': 'Marx'}, {'entity': 'PER', 'word': 'Simone de Beauvoir'}, {'entity': 'PER', 'word': 'Michel Foucault'}, {'entity': 'PER', 'word': 'Gayle Rubin'}, {'entity': 'PER', 'word': 'Judith Butler'}]"
111,85,332,59,64231,@TheFigen_,Figen,11s,Olympic Opening Ceremonies a journey through time 1908-2016 …,olymp open ceremoni a journey through time 19082016,neutral,0.9152682423591614,[]
3,76,726,3,16341,@Eurosport_IT,Eurosport IT,11s,"Cottafava-Nicolai non sbagliano 

La coppia italiana vince la seconda partita su tre del proprio torneo olimpico e si qualificano agli ottavi 

#Olympics #HomeOfTheOlympics #Olimpiadi #Parigi2024 #Paris2024 #ItaliaTeam",cottafavanicolai non sbagliano la coppia italiana vinc la seconda partita su tre del proprio torneo olimpico e si qualificano ag ottavi,neutral,0.8179243803024292,"[{'entity': 'ORG', 'word': 'Cofava'}, {'entity': 'PER', 'word': 'Nicolai'}, {'entity': 'MISC', 'word': 'OlympicsOmpics'}, {'entity': 'ORG', 'word': 'Odi'}, {'entity': 'ORG', 'word': 'Parigi'}, {'entity': 'LOC', 'word': 'Paris'}]"
10,8,377,1,5146,@MeghansMole,MeghansMole,11s,"That’s a FUCKING MAN 

The Olympics committee is a fucking joke",that a fuck man the olymp committe is a fuck joke,negative,0.9551981091499329,[]
154,5313,56016,1377,1245782,@selectoobsessed,مروة,11s,Say wallah you guys think Algeria is gonna let a trans woman be at the Olympics ,say wallah you guy think algeria is gonna let a tran woman be at the olymp,negative,0.7000224590301514,"[{'entity': 'LOC', 'word': 'Algeria'}]"
2,59,809,30,12162,@FrackDeals,Frack's Sonic Deals,11s,Love to see Sonic wearing his Olympic uniform ,love to see sonic wear his olymp uniform,positive,0.9399239420890808,"[{'entity': 'PER', 'word': 'Sonic'}]"
48,93,280,6,10231,@KatrinaPierson,Katrina Pierson,11s,"Women should REFUSE to compete with men! This is just absurd. We have to reject the normalization of mental illness and protect women from this warped version of patriarchy.

“Angela Carini abandons Olympic fight after 46 seconds against Imane Khelif.”",women should refus to compet with men this is just absurd we have to reject the normal of mental ill and protect women from this warp version of patriarchi angela carini abandon olymp fight after 46 second against iman khelif,negative,0.8876062035560608,"[{'entity': 'PER', 'word': 'Angela Carini'}, {'entity': 'MISC', 'word': 'Olympic'}]"
171,104,815,12,42843,@LayahHeilpern,Layah Heilpern,11s,"Imagine training your whole life for the Olympics just to have a man pretend to be a woman, steal your medal and beat the shit out of you.

All this man won was a medal for domestic violence.",imagin train your whole life for the olymp just to have a man pretend to be a woman steal your medal and beat the shit out of you all this man won was a medal for domest violenc,negative,0.8719713687896729,[]
13,10,162,2,20361,@JPFinlayNBCS,JP Finlay,11s,My favorite Olympic moment ever. The gold shoes ,my favorit olymp moment ever the gold shoe,positive,0.9765730500221252,[]
4,66,179,2,2329,@anupamnawada,Anupam K. Singh,11s,"अल्जीरिया के मुक्केबाज इमाने खलीफ ने इटली की एंजेला कारिनी को हरा दिया - ये खबर है। लेकिन, इसके पीछे बहुत कुछ है।

इमाने खालिफ एक 'बायोलॉजिकल पुरुष' है, जबकि एंजेला कारिनी एक महिला। मुकाबला भी 66 किलोग्राम वर्ग में महिलाओं के बॉक्सिंग का था। #Olympics में अब 'वोक माइंड वायरस' घुस चुका है। पुरुष क्रोमोजोंस वाला व्यक्ति खुद को महिला के रूप में 'Identify' कर महिलाओं वाले खेल में हिस्सा ले रहा है। बेचारी एंजेला रोती रहीं, आँसू भरी आँखों के साथ उन्होंने मैच छोड़ दिया, सपना टूटने के कारण कोचों पर खीझ कर चिल्लाती नज़र आईं लेकिन Woke मानसिकता वाली अत्याधुनिक पश्चिमी व्यवस्था में उन्हें सुनने वाला आज कोई नहीं था।

कल को कोई व्यक्ति खुद को कुत्ता 'Identify' कर के किसी फीमेल डॉगी के साथ सेक्स करने लगेगा तो सोचिए दुनिया कहाँ चली जाएगी। ये वही इमाने ख़लीफ़ है जिसे पिछले साल ही वर्ल्ड चैंपियनशिप में मानकों पर खड़ा न उतरने के कारण बाहर कर दिया गया था, फिर अचानक 1 वर्ष में ऐसा क्या हो गया जो वो महिलाओं के टूर्नामेंट में खेल रहा है?

हमें #IStandWithAngelaCarini ट्रेंड के बीच इस पर भी चर्चा करने की आवश्यकता है कि क्या कोई विवाहित व्यक्ति खुद को अचानक से 'अविवाहित' के रूप में 'Identify' करने का निर्णय लेगा तो उसे अपनी पत्नी के प्रति जिम्मेदारियों से मुक्त माना जाएगा? कल को किसी ने खुद को किसी देश का प्रधानमंत्री 'Identify' करने का फैसला ले लिया तो वहाँ के चुने हुए PM को इस्तीफा देना पड़ेगा? ये वायरस भारत में भी पहुँच चुका है, इसीलिए सावधान हो जाएँ।",अलजरय क मककबज इमन खलफ न इटल क एजल करन क हर दय य खबर ह लकन इसक पछ बहत कछ ह इमन खलफ एक बयलजकल परष ह जबक एजल करन एक महल मकबल भ 66 कलगरम वरग म महलओ क बकसग क थ म अब वक मइड वयरस घस चक ह परष करमजस वल वयकत खद क महल क रप म identifi कर महलओ वल खल म हसस ल रह ह बचर एजल रत रह आस भर आख क सथ उनहन मच छड दय सपन टटन क करण कच पर खझ कर चललत नजर आई लकन woke मनसकत वल अतयधनक पशचम वयवसथ म उनह सनन वल आज कई नह थ कल क कई वयकत खद क कतत identifi कर क कस फमल डग क सथ सकस करन लगग त सचए दनय कह चल जएग य वह इमन खलफ ह जस पछल सल ह वरलड चपयनशप म मनक पर खड न उतरन क करण बहर कर दय गय थ फर अचनक 1 वरष म ऐस कय ह गय ज व महलओ क टरनमट म खल रह ह हम टरड क बच इस पर भ चरच करन क आवशयकत ह क कय कई ववहत वयकत खद क अचनक स अववहत क रप म identifi करन क नरणय लग त उस अपन पतन क परत जममदरय स मकत मन जएग कल क कस न खद क कस दश क परधनमतर identifi करन क फसल ल लय त वह क चन हए pm क इसतफ दन पडग य वयरस भरत म भ पहच चक ह इसलए सवधन ह जए,Error,NaN,[]
4,272,1438,112,244222,@techikari,rue,11s,buddies taking over the olympics~,buddi take over the olymp,neutral,0.6860054731369019,[]
