,yanıt sayısı,yeniden gönderi sayısı,beğeni sayısı,yer işareti sayısı,görüntülenme sayısı,user_name,nick,date,Tweet
1956,12,72,225,9,2582,@RachaelWongAus,Rachael Wong,11s,"""𝘼𝙧𝙚 𝙬𝙚 𝙜𝙤𝙞𝙣𝙜 𝙩𝙤 𝙝𝙖𝙫𝙚 𝙩𝙤 𝙨𝙚𝙚 𝙖 𝙬𝙤𝙢𝙖𝙣 𝙙𝙞𝙚 𝙗𝙚𝙛𝙤𝙧𝙚 𝙩𝙝𝙚 𝙧𝙪𝙡𝙚𝙨 𝙖𝙧𝙚 𝙘𝙝𝙖𝙣𝙜𝙚𝙙?""

Today, I spoke to 
@RitaPanahi
 about the 
@Olympics
' reckless disregard for female athletes.

Since then, Angela Carini has been forced to abandon her fight against MALE boxer Imane Khelif for her own safety.

She should never have been put in that position. 
@iocmedia
 must make sure this dangerous, grossly unfair, and farcical display of 'sport' never happens again.

#SaveWomensSports #IStandWithAngelaCarini"
1957,46,280,273,8,11212,@MAGA__Patriot,Trump Girl,11s,"NEW: South Park becomes reality after biological male boxer Imane Khelif forces Italian female Angela Carini to quit in 46 seconds at the Olympics.

Khelif is a biological man who failed gender eligibility tests at the 2023 World Championships."
1958,5,22,208,7,7421,@realJackEason,Jack Eason,11s,"The woman who beat her, Imane Khelif, competed in the last Olympics too, where she was was beaten in the quarter finals (by Ireland's Kellie Harrington). She got to the IBA's Women's Boxing Final in 2022 but lost (to Ireland's Amy Broadhurst). Seems like a skill issue."
1959,35,253,1551,9,17234,@JenniferSey,Jennifer Sey,11s,"Anyone who supports what happened today in the Olympic boxing ring supports violence against women. 

They do not care about women or women's rights. 

They are pathetic cowards. 
They are wrong. 
They are dangerous."
1960,12,67,167,4,7548,@robinmonotti,Robin Monotti,11s,The Satanic-Woke Olympics of Paris 2024 is the gift that keeps on giving to Baphomet...
1962,3,45,287,17,10221,@catcontentonly,Radio Free Amanda 余美娜,11s,"Chinese Olympic swimmer Pan Zhanle: “I waved at [Australian swimmer Kyle] Chambers, he didn’t acknowledge me at all … It feels like we are being looked down on as a team.”"
1963,9,86,1215,142,284412,@EP_AnimalLovers,Epoch Animal Lovers,11s,Ready for the Olympics 
1964,36,11,393,3,31880,@YourFellowArab,Arab,11s,Everyone on the timeline is outraged about a tranny in the Olympics— turn off the internet & go live your life.
1965,452,7008,16542,223,206925,@DC_Draino,DC_Draino,11s,"When I was growing up, punching a woman in the face got you arrested

Now it gets you an Olympic medal"
1966,4,13,1094,3,9144,@EFCevie,Evie ♡,11s,transphobia isn’t cute. she’s also a biological woman so there isn’t any men beating women up in the olympics
1967,51,26,180,4,8822,@ringsidenews_,Ringside News,11s,Logan Paul Slams Olympic Controversy: Calls Transgender Boxer’s Win ‘Purest Form of Evil’ https://ringsidenews.com/2024/08/01/logan-paul-slams-olympic-controversy-calls-transgender-boxers-win-purest-form-of-evil/…
1968,8,42,246,1,3684,@InbarCohen13,Inbar Cohen,11s,"Incredible: Israeli Judoka Inbar Lanir makes it to the Olympic final 

We are so proud of you, Inbar! 
And I love your name "
1969,207,220,1474,22,43281,@Mrgunsngear,Mrgunsngear,11s,"Italian olympic boxer, Angela Carini, is forced to quit after being beaten by a man pretending to be a woman in Paris.

She's dedicated a large portion of her life to get to this point and this is how it ends....

#Olympic2024 #olympics #tranny"
1970,108,416,1377,56,41470,@IshaqChebli,Chebli Ishaq,11s,"To create a false controversy about an Algerian woman competing in the Olympics, the media talk about a scandal and even governments start to criticise, just like 
@elonmusk
, the owner of X.

But when it comes to a transsexual man competing in his category against women, no media outlet has dared to denounce it and no one is talking about it.

Quite simply because Hiltz comes from the USA, is of a white race and is not a Muslim.

We live in a hypocritical world where the liar says stupid things and millions of people follow him like blind people."
1971,108,416,1379,56,41473,@IshaqChebli,Chebli Ishaq,11s,"To create a false controversy about an Algerian woman competing in the Olympics, the media talk about a scandal and even governments start to criticise, just like 
@elonmusk
, the owner of X.

But when it comes to a transsexual man competing in his category against women, no media outlet has dared to denounce it and no one is talking about it.

Quite simply because Hiltz comes from the USA, is of a white race and is not a Muslim.

We live in a hypocritical world where the liar says stupid things and millions of people follow him like blind people."
1972,7,694,2376,62,41817,@suricidal,suri,11s,the fact that i know of two sexual abusers who are at the olympics rn (zambia wnt coach & the dutch beach volleyball player) but people are more mad about imane.. yeah you’re all sick and you don’t actually care about women
1973,7,23,188,3,6441,@BillieJeanKing,Billie Jean King,11s,"On August 1, 1996, 28 years ago today, the 
@USWNT
 won the first-ever Gold Medal in women's soccer, which debuted in the #Olympics that year.

76,481 fans watched them win.

The trailblazers of that team helped make the global sport what it is today. "
1974,2,64,164,4,7098,@mionomedev,suffering,11s,Guess how many tweets JK ‘Womens Rights Are Everything’ Rowling has about convicted child rapist Steven van de Velde competing at the Olympics
1975,37,235,715,165,29761,@Ne_pas_couvrir,Yuri Bezmenov's Ghost,11s,"Rousseau → Hegel → Marx → Simone de Beauvoir → Michel Foucault → Gayle Rubin → Judith Butler
Some dude beating up a woman in the Olympic Games"
1976,111,85,332,59,64231,@TheFigen_,Figen,11s,Olympic Opening Ceremonies a journey through time 1908-2016 …
1977,3,76,726,3,16341,@Eurosport_IT,Eurosport IT,11s,"Cottafava-Nicolai non sbagliano 

La coppia italiana vince la seconda partita su tre del proprio torneo olimpico e si qualificano agli ottavi 

#Olympics #HomeOfTheOlympics #Olimpiadi #Parigi2024 #Paris2024 #ItaliaTeam"
1978,10,8,377,1,5146,@MeghansMole,MeghansMole,11s,"That’s a FUCKING MAN 

The Olympics committee is a fucking joke"
1979,154,5313,56016,1377,1245782,@selectoobsessed,مروة,11s,Say wallah you guys think Algeria is gonna let a trans woman be at the Olympics 
1980,2,59,809,30,12162,@FrackDeals,Frack's Sonic Deals,11s,Love to see Sonic wearing his Olympic uniform 
1981,48,93,280,6,10231,@KatrinaPierson,Katrina Pierson,11s,"Women should REFUSE to compete with men! This is just absurd. We have to reject the normalization of mental illness and protect women from this warped version of patriarchy.

“Angela Carini abandons Olympic fight after 46 seconds against Imane Khelif.”"
1983,171,104,815,12,42843,@LayahHeilpern,Layah Heilpern,11s,"Imagine training your whole life for the Olympics just to have a man pretend to be a woman, steal your medal and beat the shit out of you.

All this man won was a medal for domestic violence."
1984,13,10,162,2,20361,@JPFinlayNBCS,JP Finlay,11s,My favorite Olympic moment ever. The gold shoes 
1985,4,66,179,2,2329,@anupamnawada,Anupam K. Singh,11s,"अल्जीरिया के मुक्केबाज इमाने खलीफ ने इटली की एंजेला कारिनी को हरा दिया - ये खबर है। लेकिन, इसके पीछे बहुत कुछ है।

इमाने खालिफ एक 'बायोलॉजिकल पुरुष' है, जबकि एंजेला कारिनी एक महिला। मुकाबला भी 66 किलोग्राम वर्ग में महिलाओं के बॉक्सिंग का था। #Olympics में अब 'वोक माइंड वायरस' घुस चुका है। पुरुष क्रोमोजोंस वाला व्यक्ति खुद को महिला के रूप में 'Identify' कर महिलाओं वाले खेल में हिस्सा ले रहा है। बेचारी एंजेला रोती रहीं, आँसू भरी आँखों के साथ उन्होंने मैच छोड़ दिया, सपना टूटने के कारण कोचों पर खीझ कर चिल्लाती नज़र आईं लेकिन Woke मानसिकता वाली अत्याधुनिक पश्चिमी व्यवस्था में उन्हें सुनने वाला आज कोई नहीं था।

कल को कोई व्यक्ति खुद को कुत्ता 'Identify' कर के किसी फीमेल डॉगी के साथ सेक्स करने लगेगा तो सोचिए दुनिया कहाँ चली जाएगी। ये वही इमाने ख़लीफ़ है जिसे पिछले साल ही वर्ल्ड चैंपियनशिप में मानकों पर खड़ा न उतरने के कारण बाहर कर दिया गया था, फिर अचानक 1 वर्ष में ऐसा क्या हो गया जो वो महिलाओं के टूर्नामेंट में खेल रहा है?

हमें #IStandWithAngelaCarini ट्रेंड के बीच इस पर भी चर्चा करने की आवश्यकता है कि क्या कोई विवाहित व्यक्ति खुद को अचानक से 'अविवाहित' के रूप में 'Identify' करने का निर्णय लेगा तो उसे अपनी पत्नी के प्रति जिम्मेदारियों से मुक्त माना जाएगा? कल को किसी ने खुद को किसी देश का प्रधानमंत्री 'Identify' करने का फैसला ले लिया तो वहाँ के चुने हुए PM को इस्तीफा देना पड़ेगा? ये वायरस भारत में भी पहुँच चुका है, इसीलिए सावधान हो जाएँ।"
1986,4,272,1438,112,244222,@techikari,rue,11s,buddies taking over the olympics~
1987,13,31,161,2,32600,@Omojuwa,JJ. Omojuwa,11s,I was tweeting about the Olympics. What protest? There is no protest where I am.
1988,11,37,205,4,2349,@DahliaKurtz,dahlia kurtz ✡︎ דליה קורץ,11s,"ISRAEL'S FIRST MEDAL AT THE OLYMPICS!

Mazal tov, Peter Paltchik! 

He brings home bronze in Judoka.

Just think about what Israelis are up against every single day. This is extraordinary."
1989,213,582,3265,87,118585,@BRICSinfo,BRICS News,11s," China is currently in 1st place with the most Gold medals (11) at the Paris Olympics. 

 The United States is in 5th place with 6 Gold medals."
1990,140,363,1486,14,54042,@dagenmcdowell,Dagen McDowell,12s,The International Olympic Committee sanctions as sport men brutally beating up women. The IOC waits for a woman’s neck to be broken by a man so the world can watch her die or be paralyzed in the ring.
1991,31,393,2195,216,56355,@terfnurse,LetaLeStrange,12s,"Let me make this really easy for everybody: Men with disorders of sexual development are NOT WOMEN. They are unusual men.

I presume that the male boxers competing against women in the Olympics have alpha 5 reductase or some similar partial androgen insensitivity syndrome. That does not make them female, that makes them unusual males.

There are people who have complete androgen insensitivity sensitivity syndrome, who frequently think that they are female until puberty hits. I mean no disrespect to people with CAIS when I say this, and I hate that you have been drug into a vicious political debate, but they are not women. They are *highly unusual* men.

Every human being who has ever walked the earth is either male or female. The fact that unusual males and unusual females exist does not mean that there is some mystical magical third thing. There is not. Mammalian sex is present from the time of conception and cannot be changed. A developmental pathway can be interrupted, unusual, or disrupted, but it cannot be changed. 

Hope this helps."
1992,14,56,262,34,67158,@JoePompliano,Joe Pompliano,12s,"It’s incredible to see how athlete evolution (+better technique) has helped drop the men’s 100m freestyle time by 12 seconds (!!) over the last 92 years.

• 1932 Time: 58.20
• 2024 Time: 46.40

That’s a .5 second improvement every 4-year Olympic cycle."
1993,408,1492,8582,78,172120,@JoelWBerry,Joel Berry,12s,We should be able to win this election solely based on our positions that groceries should be affordable and women shouldn't be punched in the face by men at the Olympics
